Delta,Power,t,x,y,z,vx,vy,vz
-5,0.01,0.000000,0.000000000,0.000000000,0.000000000,10.000000000,0.000000000,0.000000000
-5.000000000,0.010000000,0.000001,0.000010000,0.000000000,0.000000000,9.992206142,0.000282823,0.002383225
-5.000000000,0.010000000,0.000002,0.000019992,0.000000000,0.000000002,9.992194828,0.000565451,0.004766398
-5.000000000,0.010000000,0.000003,0.000029984,0.000000001,0.000000007,9.992193377,0.000839402,0.007149411
-5.000000000,0.010000000,0.000004,0.000039977,0.000000002,0.000000014,9.992192943,0.001096209,0.009532161
-5.000000000,0.010000000,0.000005,0.000049969,0.000000003,0.000000024,9.992192758,0.001327669,0.011914540
-5.000000000,0.010000000,0.000006,0.000059961,0.000000004,0.000000036,9.992192664,0.001526099,0.014296443
-5.000000000,0.010000000,0.000007,0.000069953,0.000000006,0.000000050,9.992192609,0.001684577,0.016677765
-5.000000000,0.010000000,0.000008,0.000079945,0.000000007,0.000000067,9.992192574,0.001797175,0.019058400
-5.000000000,0.010000000,0.000009,0.000089938,0.000000009,0.000000086,9.992192551,0.001859159,0.021438243
-5.000000000,0.010000000,0.000010,0.000099930,0.000000011,0.000000107,9.992192535,0.001867172,0.023817188
-5.000000000,0.010000000,0.000011,0.000109922,0.000000013,0.000000131,9.992192523,0.001819369,0.026195131
-5.000000000,0.010000000,0.000012,0.000119914,0.000000015,0.000000157,9.992192514,0.001715520,0.028571966
-5.000000000,0.010000000,0.000013,0.000129906,0.000000016,0.000000186,9.992192507,0.001557065,0.030947588
-5.000000000,0.010000000,0.000014,0.000139899,0.000000018,0.000000217,9.992192502,0.001347126,0.033321893
-5.000000000,0.010000000,0.000015,0.000149891,0.000000019,0.000000250,9.992192497,0.001090462,0.035694775
-5.000000000,0.010000000,0.000016,0.000159883,0.000000020,0.000000286,9.992192494,0.000793379,0.038066131
-5.000000000,0.010000000,0.000017,0.000169875,0.000000021,0.000000324,9.992192491,0.000463589,0.040435857
-5.000000000,0.010000000,0.000018,0.000179867,0.000000022,0.000000364,9.992192488,0.000110020,0.042803848
-5.000000000,0.010000000,0.000019,0.000189859,0.000000022,0.000000407,9.992192486,-0.000257419,0.045170001
-5.000000000,0.010000000,0.000020,0.000199852,0.000000021,0.000000452,9.992192485,-0.000628107,0.047534212
-5.000000000,0.010000000,0.000021,0.000209844,0.000000021,0.000000500,9.992192483,-0.000991014,0.049896378
-5.000000000,0.010000000,0.000022,0.000219836,0.000000020,0.000000550,9.992192482,-0.001335026,0.052256396
-5.000000000,0.010000000,0.000023,0.000229828,0.000000019,0.000000602,9.992192481,-0.001649282,0.054614164
-5.000000000,0.010000000,0.000024,0.000239820,0.000000017,0.000000657,9.992192480,-0.001923508,0.056969579
-5.000000000,0.010000000,0.000025,0.000249813,0.000000015,0.000000714,9.992192479,-0.002148344,0.059322538
-5.000000000,0.010000000,0.000026,0.000259805,0.000000013,0.000000773,9.992192478,-0.002315654,0.061672941
-5.000000000,0.010000000,0.000027,0.000269797,0.000000010,0.000000835,9.992192477,-0.002418793,0.064020685
-5.000000000,0.010000000,0.000028,0.000279789,0.000000008,0.000000899,9.992192477,-0.002452855,0.066365671
-5.000000000,0.010000000,0.000029,0.000289781,0.000000006,0.000000965,9.992192476,-0.002414857,0.068707796
-5.000000000,0.010000000,0.000030,0.000299774,0.000000003,0.000001034,9.992192476,-0.002303879,0.071046961
-5.000000000,0.010000000,0.000031,0.000309766,0.000000001,0.000001105,9.992192475,-0.002121154,0.073383066
-5.000000000,0.010000000,0.000032,0.000319758,-0.000000001,0.000001178,9.992192475,-0.001870084,0.075716011
-5.000000000,0.010000000,0.000033,0.000329750,-0.000000003,0.000001254,9.992192475,-0.001556205,0.078045697
-5.000000000,0.010000000,0.000034,0.000339742,-0.000000005,0.000001332,9.992192474,-0.001187086,0.080372026
-5.000000000,0.010000000,0.000035,0.000349735,-0.000000006,0.000001412,9.992192474,-0.000772162,0.082694899
-5.000000000,0.010000000,0.000036,0.000359727,-0.000000007,0.000001495,9.992192474,-0.000322510,0.085014218
-5.000000000,0.010000000,0.000037,0.000369719,-0.000000007,0.000001580,9.992192473,0.000149433,0.087329887
-5.000000000,0.010000000,0.000038,0.000379711,-0.000000007,0.000001667,9.992192473,0.000630205,0.089641808
-5.000000000,0.010000000,0.000039,0.000389703,-0.000000006,0.000001757,9.992192473,0.001105689,0.091949885
-5.000000000,0.010000000,0.000040,0.000399696,-0.000000005,0.000001849,9.992192473,0.001561524,0.094254021
-5.000000000,0.010000000,0.000041,0.000409688,-0.000000003,0.000001943,9.992192473,0.001983525,0.096554123
-5.000000000,0.010000000,0.000042,0.000419680,-0.000000001,0.000002040,9.992192472,0.002358113,0.098850095
-5.000000000,0.010000000,0.000043,0.000429672,0.000000001,0.000002138,9.992192472,0.002672739,0.101141842
-5.000000000,0.010000000,0.000044,0.000439664,0.000000004,0.000002240,9.992192472,0.002916279,0.103429271
-5.000000000,0.010000000,0.000045,0.000449656,0.000000006,0.000002343,9.992192472,0.003079409,0.105712289
-5.000000000,0.010000000,0.000046,0.000459649,0.000000010,0.000002449,9.992192472,0.003154921,0.107990803
-5.000000000,0.010000000,0.000047,0.000469641,0.000000013,0.000002557,9.992192472,0.003137998,0.110264721
-5.000000000,0.010000000,0.000048,0.000479633,0.000000016,0.000002667,9.992192472,0.003026424,0.112533951
-5.000000000,0.010000000,0.000049,0.000489625,0.000000019,0.000002780,9.992192471,0.002820727,0.114798404
-5.000000000,0.010000000,0.000050,0.000499617,0.000000022,0.000002894,9.992192471,0.002524250,0.117057988
-5.000000000,0.010000000,0.000051,0.000509610,0.000000024,0.000003011,9.992192471,0.002143143,0.119312614
-5.000000000,0.010000000,0.000052,0.000519602,0.000000026,0.000003131,9.992192471,0.001686273,0.121562193
-5.000000000,0.010000000,0.000053,0.000529594,0.000000028,0.000003252,9.992192471,0.001165053,0.123806637
-5.000000000,0.010000000,0.000054,0.000539586,0.000000029,0.000003376,9.992192471,0.000593177,0.126045858
-5.000000000,0.010000000,0.000055,0.000549578,0.000000030,0.000003502,9.992192471,-0.000013714,0.128279770
-5.000000000,0.010000000,0.000056,0.000559571,0.000000030,0.000003630,9.992192471,-0.000638458,0.130508285
-5.000000000,0.010000000,0.000057,0.000569563,0.000000029,0.000003761,9.992192471,-0.001262848,0.132731319
-5.000000000,0.010000000,0.000058,0.000579555,0.000000028,0.000003894,9.992192471,-0.001868166,0.134948785
-5.000000000,0.010000000,0.000059,0.000589547,0.000000026,0.000004029,9.992192471,-0.002435752,0.137160601
-5.000000000,0.010000000,0.000060,0.000599539,0.000000024,0.000004166,9.992192471,-0.002947573,0.139366683
-5.000000000,0.010000000,0.000061,0.000609532,0.000000021,0.000004305,9.992192471,-0.003386795,0.141566947
-5.000000000,0.010000000,0.000062,0.000619524,0.000000017,0.000004447,9.992192471,-0.003738313,0.143761313
-5.000000000,0.010000000,0.000063,0.000629516,0.000000013,0.000004590,9.992192470,-0.003989248,0.145949697
-5.000000000,0.010000000,0.000064,0.000639508,0.000000010,0.000004736,9.992192470,-0.004129371,0.148132021
-5.000000000,0.010000000,0.000065,0.000649500,0.000000005,0.000004885,9.992192470,-0.004151460,0.150308204
-5.000000000,0.010000000,0.000066,0.000659493,0.000000001,0.000005035,9.992192470,-0.004051581,0.152478167
-5.000000000,0.010000000,0.000067,0.000669485,-0.000000003,0.000005187,9.992192470,-0.003829278,0.154641832
-5.000000000,0.010000000,0.000068,0.000679477,-0.000000007,0.000005342,9.992192470,-0.003487680,0.156799122
-5.000000000,0.010000000,0.000069,0.000689469,-0.000000010,0.000005499,9.992192470,-0.003033514,0.158949959
-5.000000000,0.010000000,0.000070,0.000699461,-0.000000013,0.000005658,9.992192470,-0.002477014,0.161094268
-5.000000000,0.010000000,0.000071,0.000709453,-0.000000016,0.000005819,9.992192470,-0.001831736,0.163231974
-5.000000000,0.010000000,0.000072,0.000719446,-0.000000017,0.000005982,9.992192470,-0.001114269,0.165363003
-5.000000000,0.010000000,0.000073,0.000729438,-0.000000019,0.000006147,9.992192470,-0.000343835,0.167487282
-5.000000000,0.010000000,0.000074,0.000739430,-0.000000019,0.000006315,9.992192470,0.000458198,0.169604736
-5.000000000,0.010000000,0.000075,0.000749422,-0.000000018,0.000006484,9.992192470,0.001268903,0.171715296
-5.000000000,0.010000000,0.000076,0.000759414,-0.000000017,0.000006656,9.992192470,0.002064441,0.173818890
-5.000000000,0.010000000,0.000077,0.000769407,-0.000000015,0.000006830,9.992192470,0.002820764,0.175915448
-5.000000000,0.010000000,0.000078,0.000779399,-0.000000012,0.000007006,9.992192470,0.003514340,0.178004901
-5.000000000,0.010000000,0.000079,0.000789391,-0.000000009,0.000007184,9.992192470,0.004122872,0.180087180
-5.000000000,0.010000000,0.000080,0.000799383,-0.000000005,0.000007364,9.992192470,0.004625987,0.182162218
-5.000000000,0.010000000,0.000081,0.000809375,-0.000000000,0.000007546,9.992192470,0.005005879,0.184229949
-5.000000000,0.010000000,0.000082,0.000819368,0.000000005,0.000007730,9.992192470,0.005247872,0.186290307
-5.000000000,0.010000000,0.000083,0.000829360,0.000000010,0.000007917,9.992192470,0.005340915,0.188343226
-5.000000000,0.010000000,0.000084,0.000839352,0.000000016,0.000008105,9.992192470,0.005277977,0.190388644
-5.000000000,0.010000000,0.000085,0.000849344,0.000000021,0.000008295,9.992192470,0.005056359,0.192426496
-5.000000000,0.010000000,0.000086,0.000859336,0.000000026,0.000008488,9.992192470,0.004677899,0.194456722
-5.000000000,0.010000000,0.000087,0.000869329,0.000000031,0.000008682,9.992192470,0.004149077,0.196479259
-5.000000000,0.010000000,0.000088,0.000879321,0.000000035,0.000008879,9.992192470,0.003481001,0.198494047
-5.000000000,0.010000000,0.000089,0.000889313,0.000000038,0.000009077,9.992192470,0.002689267,0.200501028
-5.000000000,0.010000000,0.000090,0.000899305,0.000000041,0.000009278,9.992192470,0.001793675,0.202500142
-5.000000000,0.010000000,0.000091,0.000909297,0.000000043,0.000009480,9.992192470,0.000817801,0.204491333
-5.000000000,0.010000000,0.000092,0.000919290,0.000000043,0.000009685,9.992192470,-0.000211595,0.206474542
-5.000000000,0.010000000,0.000093,0.000929282,0.000000043,0.000009891,9.992192470,-0.001265293,0.208449716
-5.000000000,0.010000000,0.000094,0.000939274,0.000000042,0.000010100,9.992192470,-0.002312475,0.210416798
-5.000000000,0.010000000,0.000095,0.000949266,0.000000040,0.000010310,9.992192470,-0.003321665,0.212375736
-5.000000000,0.010000000,0.000096,0.000959258,0.000000036,0.000010522,9.992192470,-0.004261728,0.214326477
-5.000000000,0.010000000,0.000097,0.000969250,0.000000032,0.000010737,9.992192470,-0.005102863,0.216268967
-5.000000000,0.010000000,0.000098,0.000979243,0.000000027,0.000010953,9.992192470,-0.005817548,0.218203158
-5.000000000,0.010000000,0.000099,0.000989235,0.000000021,0.000011171,9.992192470,-0.006381407,0.220128998
-5.000000000,0.010000000,0.000100,0.000999227,0.000000015,0.000011391,9.992192470,-0.006773959,0.222046438
-5.000000000,0.010000000,0.000101,0.001009219,0.000000008,0.000011613,9.992192470,-0.006979248,0.223955432
-5.000000000,0.010000000,0.000102,0.001019211,0.000000001,0.000011837,9.992192470,-0.006986336,0.225855930
-5.000000000,0.010000000,0.000103,0.001029204,-0.000000006,0.000012063,9.992192469,-0.006789685,0.227747888
-5.000000000,0.010000000,0.000104,0.001039196,-0.000000013,0.000012291,9.992192469,-0.006389417,0.229631259
-5.000000000,0.010000000,0.000105,0.001049188,-0.000000019,0.000012521,9.992192469,-0.005791456,0.231506001
-5.000000000,0.010000000,0.000106,0.001059180,-0.000000025,0.000012752,9.992192469,-0.005007560,0.233372069
-5.000000000,0.010000000,0.000107,0.001069172,-0.000000030,0.000012986,9.992192469,-0.004055217,0.235229421
-5.000000000,0.010000000,0.000108,0.001079165,-0.000000034,0.000013221,9.992192469,-0.002957383,0.237078016
-5.000000000,0.010000000,0.000109,0.001089157,-0.000000037,0.000013458,9.992192469,-0.001742051,0.238917814
-5.000000000,0.010000000,0.000110,0.001099149,-0.000000039,0.000013697,9.992192469,-0.000441618,0.240748775
-5.000000000,0.010000000,0.000111,0.001109141,-0.000000039,0.000013938,9.992192469,0.000907939,0.242570860
-5.000000000,0.010000000,0.000112,0.001119133,-0.000000038,0.000014180,9.992192469,0.002268079,0.244384033
-5.000000000,0.010000000,0.000113,0.001129126,-0.000000036,0.000014424,9.992192469,0.003598850,0.246188257
-5.000000000,0.010000000,0.000114,0.001139118,-0.000000032,0.000014671,9.992192469,0.004860144,0.247983496
-5.000000000,0.010000000,0.000115,0.001149110,-0.000000027,0.000014919,9.992192469,0.006012968,0.249769716
-5.000000000,0.010000000,0.000116,0.001159102,-0.000000021,0.000015168,9.992192469,0.007020671,0.251546883
-5.000000000,0.010000000,0.000117,0.001169094,-0.000000014,0.000015420,9.992192469,0.007850070,0.253314964
-5.000000000,0.010000000,0.000118,0.001179087,-0.000000007,0.000015673,9.992192469,0.008472426,0.255073929
-5.000000000,0.010000000,0.000119,0.001189079,0.000000002,0.000015928,9.992192469,0.008864263,0.256823747
-5.000000000,0.010000000,0.000120,0.001199071,0.000000011,0.000016185,9.992192469,0.009008033,0.258564387
-5.000000000,0.010000000,0.000121,0.001209063,0.000000020,0.000016444,9.992192469,0.008892644,0.260295821
-5.000000000,0.010000000,0.000122,0.001219055,0.000000029,0.000016704,9.992192469,0.008513875,0.262018022
-5.000000000,0.010000000,0.000123,0.001229048,0.000000037,0.000016966,9.992192469,0.007874704,0.263730962
-5.000000000,0.010000000,0.000124,0.001239040,0.000000045,0.000017230,9.992192469,0.006985527,0.265434615
-5.000000000,0.010000000,0.000125,0.001249032,0.000000052,0.000017495,9.992192469,0.005864265,0.267128958
-5.000000000,0.010000000,0.000126,0.001259024,0.000000058,0.000017762,9.992192469,0.004536298,0.268813966
-5.000000000,0.010000000,0.000127,0.001269016,0.000000062,0.000018031,9.992192469,0.003034173,0.270489616
-5.000000000,0.010000000,0.000128,0.001279008,0.000000065,0.000018302,9.992192469,0.001397020,0.272155886
-5.000000000,0.010000000,0.000129,0.001289001,0.000000067,0.000018574,9.992192469,-0.000330369,0.273812755
-5.000000000,0.010000000,0.000130,0.001298993,0.000000067,0.000018848,9.992192469,-0.002098797,0.275460203
-5.000000000,0.010000000,0.000131,0.001308985,0.000000064,0.000019123,9.992192469,-0.003856240,0.277098211
-5.000000000,0.010000000,0.000132,0.001318977,0.000000061,0.000019400,9.992192469,-0.005549618,0.278726761
-5.000000000,0.010000000,0.000133,0.001328969,0.000000055,0.000019679,9.992192469,-0.007126679,0.280345835
-5.000000000,0.010000000,0.000134,0.001338962,0.000000048,0.000019959,9.992192469,-0.008537813,0.281955417
-5.000000000,0.010000000,0.000135,0.001348954,0.000000039,0.000020241,9.992192469,-0.009737690,0.283555493
-5.000000000,0.010000000,0.000136,0.001358946,0.000000030,0.000020525,9.992192469,-0.010686622,0.285146047
-5.000000000,0.010000000,0.000137,0.001368938,0.000000019,0.000020810,9.992192469,-0.011351618,0.286727065
-5.000000000,0.010000000,0.000138,0.001378930,0.000000008,0.000021097,9.992192469,-0.011707140,0.288298536
-5.000000000,0.010000000,0.000139,0.001388923,-0.000000004,0.000021385,9.992192469,-0.011735636,0.289860448
-5.000000000,0.010000000,0.000140,0.001398915,-0.000000016,0.000021675,9.992192469,-0.011427912,0.291412790
-5.000000000,0.010000000,0.000141,0.001408907,-0.000000027,0.000021966,9.992192469,-0.010783436,0.292955551
-5.000000000,0.010000000,0.000142,0.001418899,-0.000000038,0.000022259,9.992192469,-0.009810597,0.294488724
-5.000000000,0.010000000,0.000143,0.001428891,-0.000000048,0.000022554,9.992192469,-0.008526940,0.296012301
-5.000000000,0.010000000,0.000144,0.001438884,-0.000000056,0.000022850,9.992192469,-0.006959311,0.297526273
-5.000000000,0.010000000,0.000145,0.001448876,-0.000000063,0.000023147,9.992192469,-0.005143816,0.299030635
-5.000000000,0.010000000,0.000146,0.001458868,-0.000000069,0.000023446,9.992192469,-0.003125470,0.300525382
-5.000000000,0.010000000,0.000147,0.001468860,-0.000000072,0.000023747,9.992192469,-0.000957411,0.302010509
-5.000000000,0.010000000,0.000148,0.001478852,-0.000000073,0.000024049,9.992192469,0.001300398,0.303486012
-5.000000000,0.010000000,0.000149,0.001488845,-0.000000071,0.000024352,9.992192469,0.003582991,0.304951889
-5.000000000,0.010000000,0.000150,0.001498837,-0.000000068,0.000024657,9.992192469,0.005822655,0.306408139
-5.000000000,0.010000000,0.000151,0.001508829,-0.000000062,0.000024964,9.992192469,0.007951442,0.307854759
-5.000000000,0.010000000,0.000152,0.001518821,-0.000000054,0.000025271,9.992192469,0.009903695,0.309291750
-5.000000000,0.010000000,0.000153,0.001528813,-0.000000044,0.000025581,9.992192469,0.011618351,0.310719113
-5.000000000,0.010000000,0.000154,0.001538805,-0.000000032,0.000025891,9.992192469,0.013040838,0.312136849
-5.000000000,0.010000000,0.000155,0.001548798,-0.000000019,0.000026204,9.992192469,0.014124465,0.313544961
-5.000000000,0.010000000,0.000156,0.001558790,-0.000000005,0.000026517,9.992192469,0.014831332,0.314943452
-5.000000000,0.010000000,0.000157,0.001568782,0.000000010,0.000026832,9.992192469,0.015132865,0.316332326
-5.000000000,0.010000000,0.000158,0.001578774,0.000000025,0.000027148,9.992192469,0.015010160,0.317711589
-5.000000000,0.010000000,0.000159,0.001588766,0.000000040,0.000027466,9.992192469,0.014454295,0.319081245
-5.000000000,0.010000000,0.000160,0.001598759,0.000000054,0.000027785,9.992192469,0.013466765,0.320441301
-5.000000000,0.010000000,0.000161,0.001608751,0.000000068,0.000028106,9.992192469,0.012060090,0.321791765
-5.000000000,0.010000000,0.000162,0.001618743,0.000000080,0.000028427,9.992192469,0.010258556,0.323132645
-5.000000000,0.010000000,0.000163,0.001628735,0.000000090,0.000028751,9.992192469,0.008098927,0.324463950
-5.000000000,0.010000000,0.000164,0.001638727,0.000000098,0.000029075,9.992192469,0.005630881,0.325785689
-5.000000000,0.010000000,0.000165,0.001648720,0.000000104,0.000029401,9.992192469,0.002916848,0.327097873
-5.000000000,0.010000000,0.000166,0.001658712,0.000000107,0.000029728,9.992192469,0.000030963,0.328400514
-5.000000000,0.010000000,0.000167,0.001668704,0.000000107,0.000030056,9.992192469,-0.002943050,0.329693622
-5.000000000,0.010000000,0.000168,0.001678696,0.000000104,0.000030386,9.992192469,-0.005915043,0.330977212
-5.000000000,0.010000000,0.000169,0.001688688,0.000000098,0.000030717,9.992192469,-0.008792387,0.332251297
-5.000000000,0.010000000,0.000170,0.001698681,0.000000089,0.000031049,9.992192469,-0.011484238,0.333515890
-5.000000000,0.010000000,0.000171,0.001708673,0.000000077,0.000031383,9.992192469,-0.013905533,0.334771008
-5.000000000,0.010000000,0.000172,0.001718665,0.000000064,0.000031718,9.992192469,-0.015980231,0.336016665
-5.000000000,0.010000000,0.000173,0.001728657,0.000000048,0.000032054,9.992192469,-0.017643470,0.337252878
-5.000000000,0.010000000,0.000174,0.001738649,0.000000030,0.000032391,9.992192469,-0.018842624,0.338479664
-5.000000000,0.010000000,0.000175,0.001748642,0.000000011,0.000032729,9.992192469,-0.019537457,0.339697041
-5.000000000,0.010000000,0.000176,0.001758634,-0.000000008,0.000033069,9.992192469,-0.019699764,0.340905029
-5.000000000,0.010000000,0.000177,0.001768626,-0.000000028,0.000033410,9.992192469,-0.019312937,0.342103644
-5.000000000,0.010000000,0.000178,0.001778618,-0.000000047,0.000033752,9.992192469,-0.018371825,0.343292909
-5.000000000,0.010000000,0.000179,0.001788610,-0.000000066,0.000034095,9.992192469,-0.016883167,0.344472844
-5.000000000,0.010000000,0.000180,0.001798602,-0.000000083,0.000034440,9.992192469,-0.014866655,0.345643468
-5.000000000,0.010000000,0.000181,0.001808595,-0.000000098,0.000034785,9.992192469,-0.012356506,0.346804806
-5.000000000,0.010000000,0.000182,0.001818587,-0.000000110,0.000035132,9.992192469,-0.009403180,0.347956879
-5.000000000,0.010000000,0.000183,0.001828579,-0.000000119,0.000035480,9.992192469,-0.006074689,0.349099709
-5.000000000,0.010000000,0.000184,0.001838571,-0.000000125,0.000035829,9.992192469,-0.002456826,0.350233323
-5.000000000,0.010000000,0.000185,0.001848563,-0.000000128,0.000036179,9.992192469,0.001348298,0.351357742
-5.000000000,0.010000000,0.000186,0.001858556,-0.000000126,0.000036531,9.992192469,0.005225760,0.352472994
-5.000000000,0.010000000,0.000187,0.001868548,-0.000000121,0.000036883,9.992192469,0.009053215,0.353579103
-5.000000000,0.010000000,0.000188,0.001878540,-0.000000112,0.000037237,9.992192469,0.012707503,0.354676095
-5.000000000,0.010000000,0.000189,0.001888532,-0.000000100,0.000037592,9.992192469,0.016071365,0.355763998
-5.000000000,0.010000000,0.000190,0.001898524,-0.000000083,0.000037947,9.992192469,0.019039097,0.356842839
-5.000000000,0.010000000,0.000191,0.001908517,-0.000000064,0.000038304,9.992192469,0.021520282,0.357912646
-5.000000000,0.010000000,0.000192,0.001918509,-0.000000043,0.000038662,9.992192469,0.023441297,0.358973447
-5.000000000,0.010000000,0.000193,0.001928501,-0.000000019,0.000039021,9.992192469,0.024744889,0.360025272
-5.000000000,0.010000000,0.000194,0.001938493,0.000000005,0.000039381,9.992192469,0.025388553,0.361068151
-5.000000000,0.010000000,0.000195,0.001948485,0.000000031,0.000039742,9.992192469,0.025342598,0.362102113
-5.000000000,0.010000000,0.000196,0.001958478,0.000000056,0.000040104,9.992192469,0.024588759,0.363127189
-5.000000000,0.010000000,0.000197,0.001968470,0.000000081,0.000040467,9.992192469,0.023120019,0.364143410
-5.000000000,0.010000000,0.000198,0.001978462,0.000000104,0.000040832,9.992192469,0.020942033,0.365150810
-5.000000000,0.010000000,0.000199,0.001988454,0.000000125,0.000041197,9.992192469,0.018076234,0.366149418
-5.000000000,0.010000000,0.000200,0.001998446,0.000000143,0.000041563,9.992192469,0.014564285,0.367139269
-5.000000000,0.010000000,0.000201,0.002008439,0.000000157,0.000041930,9.992192469,0.010473026,0.368120396
-5.000000000,0.010000000,0.000202,0.002018431,0.000000168,0.000042298,9.992192469,0.005898543,0.369092832
-5.000000000,0.010000000,0.000203,0.002028423,0.000000174,0.000042667,9.992192469,0.000967601,0.370056612
-5.000000000,0.010000000,0.000204,0.002038415,0.000000175,0.000043037,9.992192469,-0.004165183,0.371011770
-5.000000000,0.010000000,0.000205,0.002048407,0.000000171,0.000043408,9.992192469,-0.009325205,0.371958341
-5.000000000,0.010000000,0.000206,0.002058399,0.000000161,0.000043780,9.992192469,-0.014330019,0.372896362
-5.000000000,0.010000000,0.000207,0.002068392,0.000000147,0.000044153,9.992192469,-0.019003365,0.373825867
-5.000000000,0.010000000,0.000208,0.002078384,0.000000128,0.000044527,9.992192469,-0.023187817,0.374746894
-5.000000000,0.010000000,0.000209,0.002088376,0.000000105,0.000044902,9.992192469,-0.026753173,0.375659479
-5.000000000,0.010000000,0.000210,0.002098368,0.000000078,0.000045277,9.992192469,-0.029599289,0.376563660
-5.000000000,0.010000000,0.000211,0.002108360,0.000000048,0.000045654,9.992192469,-0.031653859,0.377459473
-5.000000000,0.010000000,0.000212,0.002118353,0.000000017,0.000046031,9.992192469,-0.032866964,0.378346958
-5.000000000,0.010000000,0.000213,0.002128345,-0.000000016,0.000046410,9.992192469,-0.033204622,0.379226153
-5.000000000,0.010000000,0.000214,0.002138337,-0.000000049,0.000046789,9.992192469,-0.032643299,0.380097095
-5.000000000,0.010000000,0.000215,0.002148329,-0.000000082,0.000047169,9.992192469,-0.031166822,0.380959826
-5.000000000,0.010000000,0.000216,0.002158321,-0.000000113,0.000047550,9.992192469,-0.028766595,0.381814383
-5.000000000,0.010000000,0.000217,0.002168314,-0.000000142,0.000047932,9.992192469,-0.025445656,0.382660808
-5.000000000,0.010000000,0.000218,0.002178306,-0.000000167,0.000048314,9.992192469,-0.021226589,0.383499139
-5.000000000,0.010000000,0.000219,0.002188298,-0.000000189,0.000048698,9.992192469,-0.016162602,0.384329418
-5.000000000,0.010000000,0.000220,0.002198290,-0.000000205,0.000049082,9.992192469,-0.010349752,0.385151686
-5.000000000,0.010000000,0.000221,0.002208282,-0.000000215,0.000049467,9.992192469,-0.003936736,0.385965983
-5.000000000,0.010000000,0.000222,0.002218275,-0.000000219,0.000049853,9.992192469,0.002872537,0.386772352
-5.000000000,0.010000000,0.000223,0.002228267,-0.000000216,0.000050240,9.992192469,0.009827797,0.387570833
-5.000000000,0.010000000,0.000224,0.002238259,-0.000000206,0.000050628,9.992192469,0.016653582,0.388361470
-5.000000000,0.010000000,0.000225,0.002248251,-0.000000190,0.000051016,9.992192469,0.023078365,0.389144304
-5.000000000,0.010000000,0.000226,0.002258243,-0.000000167,0.000051405,9.992192469,0.028862993,0.389919378
-5.000000000,0.010000000,0.000227,0.002268236,-0.000000138,0.000051795,9.992192469,0.033819628,0.390686734
-5.000000000,0.010000000,0.000228,0.002278228,-0.000000104,0.000052186,9.992192469,0.037816743,0.391446417
-5.000000000,0.010000000,0.000229,0.002288220,-0.000000066,0.000052577,9.992192469,0.040771562,0.392198468
-5.000000000,0.010000000,0.000230,0.002298212,-0.000000025,0.000052970,9.992192469,0.042635150,0.392942933
-5.000000000,0.010000000,0.000231,0.002308204,0.000000017,0.000053362,9.992192469,0.043375918,0.393679855
-5.000000000,0.010000000,0.000232,0.002318196,0.000000061,0.000053756,9.992192469,0.042965755,0.394409277
-5.000000000,0.010000000,0.000233,0.002328189,0.000000104,0.000054151,9.992192469,0.041371187,0.395131245
-5.000000000,0.010000000,0.000234,0.002338181,0.000000145,0.000054546,9.992192469,0.038550956,0.395845802
-5.000000000,0.010000000,0.000235,0.002348173,0.000000183,0.000054942,9.992192469,0.034461323,0.396552993
-5.000000000,0.010000000,0.000236,0.002358165,0.000000218,0.000055338,9.992192469,0.029070721,0.397252863
-5.000000000,0.010000000,0.000237,0.002368157,0.000000247,0.000055735,9.992192469,0.022384990,0.397945458
-5.000000000,0.010000000,0.000238,0.002378150,0.000000269,0.000056133,9.992192469,0.014481921,0.398630822
-5.000000000,0.010000000,0.000239,0.002388142,0.000000284,0.000056532,9.992192469,0.005547896,0.399309001
-5.000000000,0.010000000,0.000240,0.002398134,0.000000289,0.000056931,9.992192469,-0.004098768,0.399980040
-5.000000000,0.010000000,0.000241,0.002408126,0.000000285,0.000057331,9.992192469,-0.014017612,0.400643985
-5.000000000,0.010000000,0.000242,0.002418118,0.000000271,0.000057732,9.992192469,-0.023700029,0.401300882
-5.000000000,0.010000000,0.000243,0.002428111,0.000000248,0.000058133,9.992192469,-0.032654752,0.401950777
-5.000000000,0.010000000,0.000244,0.002438103,0.000000215,0.000058535,9.992192469,-0.040489132,0.402593716
-5.000000000,0.010000000,0.000245,0.002448095,0.000000174,0.000058938,9.992192469,-0.046950831,0.403229745
-5.000000000,0.010000000,0.000246,0.002458087,0.000000128,0.000059341,9.992192469,-0.051919796,0.403858911
-5.000000000,0.010000000,0.000247,0.002468079,0.000000076,0.000059745,9.992192469,-0.055366939,0.404481260
-5.000000000,0.010000000,0.000248,0.002478072,0.000000020,0.000060149,9.992192469,-0.057304022,0.405096838
-5.000000000,0.010000000,0.000249,0.002488064,-0.000000037,0.000060554,9.992192469,-0.057741242,0.405705692
-5.000000000,0.010000000,0.000250,0.002498056,-0.000000095,0.000060960,9.992192469,-0.056657945,0.406307870
-5.000000000,0.010000000,0.000251,0.002508048,-0.000000151,0.000061366,9.992192469,-0.053985921,0.406903417
-5.000000000,0.010000000,0.000252,0.002518040,-0.000000205,0.000061773,9.992192469,-0.049604600,0.407492380
-5.000000000,0.010000000,0.000253,0.002528033,-0.000000255,0.000062181,9.992192469,-0.043351330,0.408074807
