Delta,Power,t,x,y,z,vx,vy,vz
-2.500000000,0.030000000,0.000541,0.005398039,0.000102586,0.000189506,9.977850180,0.249903955,0.450636306
-2.500000000,0.030000000,0.000542,0.005408017,0.000102836,0.000189957,9.977850180,0.249894587,0.450639975
-2.500000000,0.030000000,0.000543,0.005417995,0.000103086,0.000190408,9.977850180,0.249885208,0.450643557
-2.500000000,0.030000000,0.000544,0.005427973,0.000103336,0.000190858,9.977850180,0.249875819,0.450647054
-2.500000000,0.030000000,0.000545,0.005437951,0.000103586,0.000191309,9.977850180,0.249866421,0.450650468
-2.500000000,0.030000000,0.000546,0.005447928,0.000103835,0.000191759,9.977850180,0.249857012,0.450653801
-2.500000000,0.030000000,0.000547,0.005457906,0.000104085,0.000192210,9.977850180,0.249847594,0.450657054
-2.500000000,0.030000000,0.000548,0.005467884,0.000104335,0.000192661,9.977850180,0.249838166,0.450660229
-2.500000000,0.030000000,0.000549,0.005477862,0.000104585,0.000193111,9.977850180,0.249828729,0.450663328
-2.500000000,0.030000000,0.000550,0.005487840,0.000104835,0.000193562,9.977850180,0.249819283,0.450666353
-2.500000000,0.030000000,0.000551,0.005497818,0.000105085,0.000194013,9.977850180,0.249809829,0.450669305
-2.500000000,0.030000000,0.000552,0.005507796,0.000105334,0.000194463,9.977850180,0.249800366,0.450672186
-2.500000000,0.030000000,0.000553,0.005517773,0.000105584,0.000194914,9.977850180,0.249790894,0.450674998
-2.500000000,0.030000000,0.000554,0.005527751,0.000105834,0.000195365,9.977850180,0.249781415,0.450677742
-2.500000000,0.030000000,0.000555,0.005537729,0.000106084,0.000195815,9.977850180,0.249771927,0.450680419
-2.500000000,0.030000000,0.000556,0.005547707,0.000106334,0.000196266,9.977850180,0.249762431,0.450683031
-2.500000000,0.030000000,0.000557,0.005557685,0.000106583,0.000196717,9.977850180,0.249752928,0.450685580
-2.500000000,0.030000000,0.000558,0.005567663,0.000106833,0.000197168,9.977850180,0.249743418,0.450688067
-2.500000000,0.030000000,0.000559,0.005577640,0.000107083,0.000197618,9.977850180,0.249733900,0.450690493
-2.500000000,0.030000000,0.000560,0.005587618,0.000107333,0.000198069,9.977850180,0.249724375,0.450692860
-2.500000000,0.030000000,0.000561,0.005597596,0.000107582,0.000198520,9.977850180,0.249714843,0.450695169
-2.500000000,0.030000000,0.000562,0.005607574,0.000107832,0.000198970,9.977850180,0.249705304,0.450697422
-2.500000000,0.030000000,0.000563,0.005617552,0.000108082,0.000199421,9.977850180,0.249695758,0.450699619
-2.500000000,0.030000000,0.000564,0.005627530,0.000108331,0.000199872,9.977850180,0.249686206,0.450701762
-2.500000000,0.030000000,0.000565,0.005637508,0.000108581,0.000200322,9.977850180,0.249676648,0.450703853
-2.500000000,0.030000000,0.000566,0.005647485,0.000108831,0.000200773,9.977850180,0.249667084,0.450705891
-2.500000000,0.030000000,0.000567,0.005657463,0.000109080,0.000201224,9.977850180,0.249657513,0.450707880
-2.500000000,0.030000000,0.000568,0.005667441,0.000109330,0.000201675,9.977850180,0.249647937,0.450709819
-2.500000000,0.030000000,0.000569,0.005677419,0.000109580,0.000202125,9.977850180,0.249638354,0.450711710
-2.500000000,0.030000000,0.000570,0.005687397,0.000109829,0.000202576,9.977850180,0.249628767,0.450713554
-2.500000000,0.030000000,0.000571,0.005697375,0.000110079,0.000203027,9.977850180,0.249619173,0.450715352
-2.500000000,0.030000000,0.000572,0.005707353,0.000110329,0.000203477,9.977850180,0.249609574,0.450717105
-2.500000000,0.030000000,0.000573,0.005717330,0.000110578,0.000203928,9.977850180,0.249599970,0.450718815
-2.500000000,0.030000000,0.000574,0.005727308,0.000110828,0.000204379,9.977850180,0.249590361,0.450720481
-2.500000000,0.030000000,0.000575,0.005737286,0.000111077,0.000204830,9.977850180,0.249580747,0.450722106
-2.500000000,0.030000000,0.000576,0.005747264,0.000111327,0.000205280,9.977850180,0.249571128,0.450723690
-2.500000000,0.030000000,0.000577,0.005757242,0.000111577,0.000205731,9.977850180,0.249561504,0.450725235
-2.500000000,0.030000000,0.000578,0.005767220,0.000111826,0.000206182,9.977850180,0.249551876,0.450726740
-2.500000000,0.030000000,0.000579,0.005777197,0.000112076,0.000206632,9.977850180,0.249542243,0.450728207
-2.500000000,0.030000000,0.000580,0.005787175,0.000112325,0.000207083,9.977850180,0.249532605,0.450729637
-2.500000000,0.030000000,0.000581,0.005797153,0.000112575,0.000207534,9.977850180,0.249522964,0.450731031
-2.500000000,0.030000000,0.000582,0.005807131,0.000112824,0.000207985,9.977850180,0.249513318,0.450732390
-2.500000000,0.030000000,0.000583,0.005817109,0.000113074,0.000208435,9.977850180,0.249503667,0.450733714
-2.500000000,0.030000000,0.000584,0.005827087,0.000113323,0.000208886,9.977850180,0.249494013,0.450735005
-2.500000000,0.030000000,0.000585,0.005837065,0.000113573,0.000209337,9.977850180,0.249484355,0.450736262
-2.500000000,0.030000000,0.000586,0.005847042,0.000113822,0.000209788,9.977850180,0.249474693,0.450737487
-2.500000000,0.030000000,0.000587,0.005857020,0.000114072,0.000210238,9.977850180,0.249465028,0.450738681
-2.500000000,0.030000000,0.000588,0.005866998,0.000114321,0.000210689,9.977850180,0.249455358,0.450739845
-2.500000000,0.030000000,0.000589,0.005876976,0.000114571,0.000211140,9.977850180,0.249445685,0.450740978
-2.500000000,0.030000000,0.000590,0.005886954,0.000114820,0.000211590,9.977850180,0.249436009,0.450742083
-2.500000000,0.030000000,0.000591,0.005896932,0.000115070,0.000212041,9.977850180,0.249426329,0.450743159
-2.500000000,0.030000000,0.000592,0.005906910,0.000115319,0.000212492,9.977850180,0.249416646,0.450744207
-2.500000000,0.030000000,0.000593,0.005916887,0.000115568,0.000212943,9.977850180,0.249406960,0.450745228
-2.500000000,0.030000000,0.000594,0.005926865,0.000115818,0.000213393,9.977850180,0.249397271,0.450746223
-2.500000000,0.030000000,0.000595,0.005936843,0.000116067,0.000213844,9.977850180,0.249387578,0.450747192
-2.500000000,0.030000000,0.000596,0.005946821,0.000116317,0.000214295,9.977850180,0.249377883,0.450748135
-2.500000000,0.030000000,0.000597,0.005956799,0.000116566,0.000214746,9.977850180,0.249368184,0.450749054
-2.500000000,0.030000000,0.000598,0.005966777,0.000116815,0.000215196,9.977850180,0.249358483,0.450749950
-2.500000000,0.030000000,0.000599,0.005976754,0.000117065,0.000215647,9.977850180,0.249348779,0.450750822
-2.500000000,0.030000000,0.000600,0.005986732,0.000117314,0.000216098,9.977850180,0.249339072,0.450751671
-2.500000000,0.030000000,0.000601,0.005996710,0.000117563,0.000216549,9.977850180,0.249329363,0.450752497
-2.500000000,0.030000000,0.000602,0.006006688,0.000117813,0.000216999,9.977850180,0.249319651,0.450753302
-2.500000000,0.030000000,0.000603,0.006016666,0.000118062,0.000217450,9.977850180,0.249309937,0.450754086
-2.500000000,0.030000000,0.000604,0.006026644,0.000118311,0.000217901,9.977850180,0.249300220,0.450754850
-2.500000000,0.030000000,0.000605,0.006036622,0.000118561,0.000218352,9.977850180,0.249290501,0.450755593
-2.500000000,0.030000000,0.000606,0.006046599,0.000118810,0.000218802,9.977850180,0.249280779,0.450756316
-2.500000000,0.030000000,0.000607,0.006056577,0.000119059,0.000219253,9.977850180,0.249271056,0.450757021
-2.500000000,0.030000000,0.000608,0.006066555,0.000119308,0.000219704,9.977850180,0.249261330,0.450757707
-2.500000000,0.030000000,0.000609,0.006076533,0.000119558,0.000220155,9.977850180,0.249251601,0.450758374
-2.500000000,0.030000000,0.000610,0.006086511,0.000119807,0.000220606,9.977850180,0.249241871,0.450759024
-2.500000000,0.030000000,0.000611,0.006096489,0.000120056,0.000221056,9.977850180,0.249232139,0.450759657
-2.500000000,0.030000000,0.000612,0.006106467,0.000120305,0.000221507,9.977850180,0.249222405,0.450760272
-2.500000000,0.030000000,0.000613,0.006116444,0.000120555,0.000221958,9.977850180,0.249212668,0.450760871
-2.500000000,0.030000000,0.000614,0.006126422,0.000120804,0.000222409,9.977850180,0.249202930,0.450761455
-2.500000000,0.030000000,0.000615,0.006136400,0.000121053,0.000222859,9.977850180,0.249193190,0.450762022
-2.500000000,0.030000000,0.000616,0.006146378,0.000121302,0.000223310,9.977850180,0.249183449,0.450762575
-2.500000000,0.030000000,0.000617,0.006156356,0.000121551,0.000223761,9.977850180,0.249173705,0.450763112
-2.500000000,0.030000000,0.000618,0.006166334,0.000121801,0.000224212,9.977850180,0.249163960,0.450763635
-2.500000000,0.030000000,0.000619,0.006176311,0.000122050,0.000224662,9.977850180,0.249154213,0.450764144
-2.500000000,0.030000000,0.000620,0.006186289,0.000122299,0.000225113,9.977850180,0.249144465,0.450764639
-2.500000000,0.030000000,0.000621,0.006196267,0.000122548,0.000225564,9.977850180,0.249134715,0.450765121
-2.500000000,0.030000000,0.000622,0.006206245,0.000122797,0.000226015,9.977850180,0.249124964,0.450765590
-2.500000000,0.030000000,0.000623,0.006216223,0.000123046,0.000226465,9.977850180,0.249115211,0.450766046
-2.500000000,0.030000000,0.000624,0.006226201,0.000123296,0.000226916,9.977850180,0.249105456,0.450766489
-2.500000000,0.030000000,0.000625,0.006236179,0.000123545,0.000227367,9.977850180,0.249095700,0.450766921
-2.500000000,0.030000000,0.000626,0.006246156,0.000123794,0.000227818,9.977850180,0.249085943,0.450767341
-2.500000000,0.030000000,0.000627,0.006256134,0.000124043,0.000228268,9.977850180,0.249076185,0.450767749
-2.500000000,0.030000000,0.000628,0.006266112,0.000124292,0.000228719,9.977850180,0.249066425,0.450768146
-2.500000000,0.030000000,0.000629,0.006276090,0.000124541,0.000229170,9.977850180,0.249056664,0.450768532
-2.500000000,0.030000000,0.000630,0.006286068,0.000124790,0.000229621,9.977850180,0.249046901,0.450768908
-2.500000000,0.030000000,0.000631,0.006296046,0.000125039,0.000230072,9.977850180,0.249037138,0.450769273
-2.500000000,0.030000000,0.000632,0.006306024,0.000125288,0.000230522,9.977850180,0.249027373,0.450769628
-2.500000000,0.030000000,0.000633,0.006316001,0.000125537,0.000230973,9.977850180,0.249017607,0.450769974
-2.500000000,0.030000000,0.000634,0.006325979,0.000125786,0.000231424,9.977850180,0.249007841,0.450770310
-2.500000000,0.030000000,0.000635,0.006335957,0.000126035,0.000231875,9.977850180,0.248998073,0.450770636
-2.500000000,0.030000000,0.000636,0.006345935,0.000126284,0.000232325,9.977850180,0.248988304,0.450770954
-2.500000000,0.030000000,0.000637,0.006355913,0.000126533,0.000232776,9.977850180,0.248978534,0.450771263
-2.500000000,0.030000000,0.000638,0.006365891,0.000126782,0.000233227,9.977850180,0.248968763,0.450771563
-2.500000000,0.030000000,0.000639,0.006375868,0.000127031,0.000233678,9.977850180,0.248958991,0.450771855
-2.500000000,0.030000000,0.000640,0.006385846,0.000127280,0.000234129,9.977850180,0.248949218,0.450772139
-2.500000000,0.030000000,0.000641,0.006395824,0.000127529,0.000234579,9.977850180,0.248939444,0.450772414
-2.500000000,0.030000000,0.000642,0.006405802,0.000127778,0.000235030,9.977850180,0.248929669,0.450772682
-2.500000000,0.030000000,0.000643,0.006415780,0.000128027,0.000235481,9.977850180,0.248919894,0.450772943
-2.500000000,0.030000000,0.000644,0.006425758,0.000128276,0.000235932,9.977850180,0.248910117,0.450773196
-2.500000000,0.030000000,0.000645,0.006435736,0.000128525,0.000236382,9.977850180,0.248900340,0.450773442
-2.500000000,0.030000000,0.000646,0.006445713,0.000128774,0.000236833,9.977850180,0.248890562,0.450773682
-2.500000000,0.030000000,0.000647,0.006455691,0.000129022,0.000237284,9.977850180,0.248880783,0.450773914
-2.500000000,0.030000000,0.000648,0.006465669,0.000129271,0.000237735,9.977850180,0.248871004,0.450774140
-2.500000000,0.030000000,0.000649,0.006475647,0.000129520,0.000238185,9.977850180,0.248861223,0.450774360
-2.500000000,0.030000000,0.000650,0.006485625,0.000129769,0.000238636,9.977850180,0.248851443,0.450774573
-2.500000000,0.030000000,0.000651,0.006495603,0.000130018,0.000239087,9.977850180,0.248841661,0.450774780
-2.500000000,0.030000000,0.000652,0.006505581,0.000130267,0.000239538,9.977850180,0.248831879,0.450774982
-2.500000000,0.030000000,0.000653,0.006515558,0.000130516,0.000239989,9.977850180,0.248822096,0.450775177
-2.500000000,0.030000000,0.000654,0.006525536,0.000130764,0.000240439,9.977850180,0.248812312,0.450775368
-2.500000000,0.030000000,0.000655,0.006535514,0.000131013,0.000240890,9.977850180,0.248802528,0.450775552
-2.500000000,0.030000000,0.000656,0.006545492,0.000131262,0.000241341,9.977850180,0.248792743,0.450775732
-2.500000000,0.030000000,0.000657,0.006555470,0.000131511,0.000241792,9.977850180,0.248782958,0.450775906
-2.500000000,0.030000000,0.000658,0.006565448,0.000131760,0.000242242,9.977850180,0.248773172,0.450776075
-2.500000000,0.030000000,0.000659,0.006575425,0.000132008,0.000242693,9.977850180,0.248763386,0.450776240
-2.500000000,0.030000000,0.000660,0.006585403,0.000132257,0.000243144,9.977850180,0.248753599,0.450776399
-2.500000000,0.030000000,0.000661,0.006595381,0.000132506,0.000243595,9.977850180,0.248743811,0.450776554
-2.500000000,0.030000000,0.000662,0.006605359,0.000132755,0.000244046,9.977850180,0.248734023,0.450776705
-2.500000000,0.030000000,0.000663,0.006615337,0.000133003,0.000244496,9.977850180,0.248724235,0.450776851
-2.500000000,0.030000000,0.000664,0.006625315,0.000133252,0.000244947,9.977850180,0.248714446,0.450776993
-2.500000000,0.030000000,0.000665,0.006635293,0.000133501,0.000245398,9.977850180,0.248704657,0.450777131
-2.500000000,0.030000000,0.000666,0.006645270,0.000133750,0.000245849,9.977850180,0.248694867,0.450777265
-2.500000000,0.030000000,0.000667,0.006655248,0.000133998,0.000246299,9.977850180,0.248685077,0.450777395
-2.500000000,0.030000000,0.000668,0.006665226,0.000134247,0.000246750,9.977850180,0.248675286,0.450777522
-2.500000000,0.030000000,0.000669,0.006675204,0.000134496,0.000247201,9.977850180,0.248665495,0.450777644
-2.500000000,0.030000000,0.000670,0.006685182,0.000134744,0.000247652,9.977850180,0.248655703,0.450777763
-2.500000000,0.030000000,0.000671,0.006695160,0.000134993,0.000248103,9.977850180,0.248645912,0.450777879
-2.500000000,0.030000000,0.000672,0.006705138,0.000135242,0.000248553,9.977850180,0.248636119,0.450777991
-2.500000000,0.030000000,0.000673,0.006715115,0.000135490,0.000249004,9.977850180,0.248626327,0.450778100
-2.500000000,0.030000000,0.000674,0.006725093,0.000135739,0.000249455,9.977850180,0.248616534,0.450778206
-2.500000000,0.030000000,0.000675,0.006735071,0.000135987,0.000249906,9.977850180,0.248606741,0.450778308
-2.500000000,0.030000000,0.000676,0.006745049,0.000136236,0.000250356,9.977850180,0.248596947,0.450778408
-2.500000000,0.030000000,0.000677,0.006755027,0.000136485,0.000250807,9.977850180,0.248587154,0.450778505
-2.500000000,0.030000000,0.000678,0.006765005,0.000136733,0.000251258,9.977850180,0.248577359,0.450778598
-2.500000000,0.030000000,0.000679,0.006774982,0.000136982,0.000251709,9.977850180,0.248567565,0.450778689
-2.500000000,0.030000000,0.000680,0.006784960,0.000137230,0.000252160,9.977850180,0.248557770,0.450778778
-2.500000000,0.030000000,0.000681,0.006794938,0.000137479,0.000252610,9.977850180,0.248547975,0.450778863
-2.500000000,0.030000000,0.000682,0.006804916,0.000137727,0.000253061,9.977850180,0.248538180,0.450778947
-2.500000000,0.030000000,0.000683,0.006814894,0.000137976,0.000253512,9.977850180,0.248528384,0.450779027
-2.500000000,0.030000000,0.000684,0.006824872,0.000138225,0.000253963,9.977850180,0.248518589,0.450779105
-2.500000000,0.030000000,0.000685,0.006834850,0.000138473,0.000254413,9.977850180,0.248508793,0.450779181
-2.500000000,0.030000000,0.000686,0.006844827,0.000138722,0.000254864,9.977850180,0.248498996,0.450779255
-2.500000000,0.030000000,0.000687,0.006854805,0.000138970,0.000255315,9.977850180,0.248489200,0.450779327
-2.500000000,0.030000000,0.000688,0.006864783,0.000139219,0.000255766,9.977850180,0.248479403,0.450779396
-2.500000000,0.030000000,0.000689,0.006874761,0.000139467,0.000256217,9.977850180,0.248469606,0.450779463
-2.500000000,0.030000000,0.000690,0.006884739,0.000139715,0.000256667,9.977850180,0.248459809,0.450779528
-2.500000000,0.030000000,0.000691,0.006894717,0.000139964,0.000257118,9.977850180,0.248450012,0.450779592
-2.500000000,0.030000000,0.000692,0.006904695,0.000140212,0.000257569,9.977850180,0.248440214,0.450779653
-2.500000000,0.030000000,0.000693,0.006914672,0.000140461,0.000258020,9.977850180,0.248430417,0.450779713
-2.500000000,0.030000000,0.000694,0.006924650,0.000140709,0.000258470,9.977850180,0.248420619,0.450779770
-2.500000000,0.030000000,0.000695,0.006934628,0.000140958,0.000258921,9.977850180,0.248410821,0.450779826
-2.500000000,0.030000000,0.000696,0.006944606,0.000141206,0.000259372,9.977850180,0.248401022,0.450779881
-2.500000000,0.030000000,0.000697,0.006954584,0.000141455,0.000259823,9.977850180,0.248391224,0.450779933
-2.500000000,0.030000000,0.000698,0.006964562,0.000141703,0.000260274,9.977850180,0.248381426,0.450779984
-2.500000000,0.030000000,0.000699,0.006974539,0.000141951,0.000260724,9.977850180,0.248371627,0.450780034
-2.500000000,0.030000000,0.000700,0.006984517,0.000142200,0.000261175,9.977850180,0.248361828,0.450780082
-2.500000000,0.030000000,0.000701,0.006994495,0.000142448,0.000261626,9.977850180,0.248352029,0.450780128
-2.500000000,0.030000000,0.000702,0.007004473,0.000142696,0.000262077,9.977850180,0.248342230,0.450780174
-2.500000000,0.030000000,0.000703,0.007014451,0.000142945,0.000262527,9.977850180,0.248332431,0.450780217
-2.500000000,0.030000000,0.000704,0.007024429,0.000143193,0.000262978,9.977850180,0.248322631,0.450780260
-2.500000000,0.030000000,0.000705,0.007034407,0.000143441,0.000263429,9.977850180,0.248312832,0.450780301
-2.500000000,0.030000000,0.000706,0.007044384,0.000143690,0.000263880,9.977850180,0.248303032,0.450780341
-2.500000000,0.030000000,0.000707,0.007054362,0.000143938,0.000264331,9.977850180,0.248293232,0.450780379
-2.500000000,0.030000000,0.000708,0.007064340,0.000144186,0.000264781,9.977850180,0.248283433,0.450780417
-2.500000000,0.030000000,0.000709,0.007074318,0.000144435,0.000265232,9.977850180,0.248273633,0.450780453
-2.500000000,0.030000000,0.000710,0.007084296,0.000144683,0.000265683,9.977850180,0.248263833,0.450780488
-2.500000000,0.030000000,0.000711,0.007094274,0.000144931,0.000266134,9.977850180,0.248254032,0.450780522
-2.500000000,0.030000000,0.000712,0.007104252,0.000145179,0.000266584,9.977850180,0.248244232,0.450780555
-2.500000000,0.030000000,0.000713,0.007114229,0.000145428,0.000267035,9.977850180,0.248234432,0.450780587
-2.500000000,0.030000000,0.000714,0.007124207,0.000145676,0.000267486,9.977850180,0.248224631,0.450780618
-2.500000000,0.030000000,0.000715,0.007134185,0.000145924,0.000267937,9.977850180,0.248214831,0.450780648
-2.500000000,0.030000000,0.000716,0.007144163,0.000146172,0.000268388,9.977850180,0.248205030,0.450780677
-2.500000000,0.030000000,0.000717,0.007154141,0.000146420,0.000268838,9.977850180,0.248195230,0.450780705
-2.500000000,0.030000000,0.000718,0.007164119,0.000146669,0.000269289,9.977850180,0.248185429,0.450780733
-2.500000000,0.030000000,0.000719,0.007174096,0.000146917,0.000269740,9.977850180,0.248175628,0.450780759
-2.500000000,0.030000000,0.000720,0.007184074,0.000147165,0.000270191,9.977850180,0.248165827,0.450780785
-2.500000000,0.030000000,0.000721,0.007194052,0.000147413,0.000270642,9.977850180,0.248156026,0.450780809
-2.500000000,0.030000000,0.000722,0.007204030,0.000147661,0.000271092,9.977850180,0.248146225,0.450780833
-2.500000000,0.030000000,0.000723,0.007214008,0.000147909,0.000271543,9.977850180,0.248136424,0.450780857
-2.500000000,0.030000000,0.000724,0.007223986,0.000148158,0.000271994,9.977850180,0.248126623,0.450780879
-2.500000000,0.030000000,0.000725,0.007233964,0.000148406,0.000272445,9.977850180,0.248116822,0.450780901
-2.500000000,0.030000000,0.000726,0.007243941,0.000148654,0.000272895,9.977850180,0.248107021,0.450780922
-2.500000000,0.030000000,0.000727,0.007253919,0.000148902,0.000273346,9.977850180,0.248097219,0.450780943
-2.500000000,0.030000000,0.000728,0.007263897,0.000149150,0.000273797,9.977850180,0.248087418,0.450780963
-2.500000000,0.030000000,0.000729,0.007273875,0.000149398,0.000274248,9.977850180,0.248077616,0.450780982
-2.500000000,0.030000000,0.000730,0.007283853,0.000149646,0.000274699,9.977850180,0.248067815,0.450781000
-2.500000000,0.030000000,0.000731,0.007293831,0.000149894,0.000275149,9.977850180,0.248058014,0.450781018
-2.500000000,0.030000000,0.000732,0.007303809,0.000150142,0.000275600,9.977850180,0.248048212,0.450781036
-2.500000000,0.030000000,0.000733,0.007313786,0.000150390,0.000276051,9.977850180,0.248038410,0.450781053
-2.500000000,0.030000000,0.000734,0.007323764,0.000150638,0.000276502,9.977850180,0.248028609,0.450781069
-2.500000000,0.030000000,0.000735,0.007333742,0.000150886,0.000276952,9.977850180,0.248018807,0.450781085
-2.500000000,0.030000000,0.000736,0.007343720,0.000151135,0.000277403,9.977850180,0.248009006,0.450781100
-2.500000000,0.030000000,0.000737,0.007353698,0.000151383,0.000277854,9.977850180,0.247999204,0.450781115
-2.500000000,0.030000000,0.000738,0.007363676,0.000151631,0.000278305,9.977850180,0.247989402,0.450781129
-2.500000000,0.030000000,0.000739,0.007373653,0.000151879,0.000278756,9.977850180,0.247979600,0.450781143
-2.500000000,0.030000000,0.000740,0.007383631,0.000152126,0.000279206,9.977850180,0.247969799,0.450781157
-2.500000000,0.030000000,0.000741,0.007393609,0.000152374,0.000279657,9.977850180,0.247959997,0.450781170
-2.500000000,0.030000000,0.000742,0.007403587,0.000152622,0.000280108,9.977850180,0.247950195,0.450781182
-2.500000000,0.030000000,0.000743,0.007413565,0.000152870,0.000280559,9.977850180,0.247940393,0.450781194
-2.500000000,0.030000000,0.000744,0.007423543,0.000153118,0.000281009,9.977850180,0.247930591,0.450781206
-2.500000000,0.030000000,0.000745,0.007433521,0.000153366,0.000281460,9.977850180,0.247920789,0.450781218
-2.500000000,0.030000000,0.000746,0.007443498,0.000153614,0.000281911,9.977850180,0.247910987,0.450781229
-2.500000000,0.030000000,0.000747,0.007453476,0.000153862,0.000282362,9.977850180,0.247901185,0.450781239
-2.500000000,0.030000000,0.000748,0.007463454,0.000154110,0.000282813,9.977850180,0.247891383,0.450781250
-2.500000000,0.030000000,0.000749,0.007473432,0.000154358,0.000283263,9.977850180,0.247881581,0.450781260
-2.500000000,0.030000000,0.000750,0.007483410,0.000154606,0.000283714,9.977850180,0.247871779,0.450781269
-2.500000000,0.030000000,0.000751,0.007493388,0.000154854,0.000284165,9.977850180,0.247861977,0.450781279
-2.500000000,0.030000000,0.000752,0.007503366,0.000155101,0.000284616,9.977850180,0.247852175,0.450781288
-2.500000000,0.030000000,0.000753,0.007513343,0.000155349,0.000285067,9.977850180,0.247842373,0.450781296
-2.500000000,0.030000000,0.000754,0.007523321,0.000155597,0.000285517,9.977850180,0.247832571,0.450781305
-2.500000000,0.030000000,0.000755,0.007533299,0.000155845,0.000285968,9.977850180,0.247822769,0.450781313
-2.500000000,0.030000000,0.000756,0.007543277,0.000156093,0.000286419,9.977850180,0.247812967,0.450781321
-2.500000000,0.030000000,0.000757,0.007553255,0.000156341,0.000286870,9.977850180,0.247803165,0.450781329
-2.500000000,0.030000000,0.000758,0.007563233,0.000156588,0.000287320,9.977850180,0.247793363,0.450781336
-2.500000000,0.030000000,0.000759,0.007573210,0.000156836,0.000287771,9.977850180,0.247783561,0.450781343
-2.500000000,0.030000000,0.000760,0.007583188,0.000157084,0.000288222,9.977850180,0.247773759,0.450781350
-2.500000000,0.030000000,0.000761,0.007593166,0.000157332,0.000288673,9.977850180,0.247763957,0.450781357
-2.500000000,0.030000000,0.000762,0.007603144,0.000157580,0.000289124,9.977850180,0.247754155,0.450781363
-2.500000000,0.030000000,0.000763,0.007613122,0.000157827,0.000289574,9.977850180,0.247744352,0.450781369
-2.500000000,0.030000000,0.000764,0.007623100,0.000158075,0.000290025,9.977850180,0.247734550,0.450781375
-2.500000000,0.030000000,0.000765,0.007633078,0.000158323,0.000290476,9.977850180,0.247724748,0.450781381
-2.500000000,0.030000000,0.000766,0.007643055,0.000158571,0.000290927,9.977850180,0.247714946,0.450781387
-2.500000000,0.030000000,0.000767,0.007653033,0.000158818,0.000291377,9.977850180,0.247705144,0.450781392
-2.500000000,0.030000000,0.000768,0.007663011,0.000159066,0.000291828,9.977850180,0.247695342,0.450781398
-2.500000000,0.030000000,0.000769,0.007672989,0.000159314,0.000292279,9.977850180,0.247685540,0.450781403
-2.500000000,0.030000000,0.000770,0.007682967,0.000159561,0.000292730,9.977850180,0.247675738,0.450781408
-2.500000000,0.030000000,0.000771,0.007692945,0.000159809,0.000293181,9.977850180,0.247665935,0.450781413
-2.500000000,0.030000000,0.000772,0.007702923,0.000160057,0.000293631,9.977850180,0.247656133,0.450781417
-2.500000000,0.030000000,0.000773,0.007712900,0.000160304,0.000294082,9.977850180,0.247646331,0.450781422
-2.500000000,0.030000000,0.000774,0.007722878,0.000160552,0.000294533,9.977850180,0.247636529,0.450781426
-2.500000000,0.030000000,0.000775,0.007732856,0.000160800,0.000294984,9.977850180,0.247626727,0.450781430
-2.500000000,0.030000000,0.000776,0.007742834,0.000161047,0.000295434,9.977850180,0.247616925,0.450781434
-2.500000000,0.030000000,0.000777,0.007752812,0.000161295,0.000295885,9.977850180,0.247607123,0.450781438
-2.500000000,0.030000000,0.000778,0.007762790,0.000161542,0.000296336,9.977850180,0.247597321,0.450781442
-2.500000000,0.030000000,0.000779,0.007772767,0.000161790,0.000296787,9.977850180,0.247587519,0.450781445
-2.500000000,0.030000000,0.000780,0.007782745,0.000162038,0.000297238,9.977850180,0.247577716,0.450781449
-2.500000000,0.030000000,0.000781,0.007792723,0.000162285,0.000297688,9.977850180,0.247567914,0.450781452
-2.500000000,0.030000000,0.000782,0.007802701,0.000162533,0.000298139,9.977850180,0.247558112,0.450781456
-2.500000000,0.030000000,0.000783,0.007812679,0.000162780,0.000298590,9.977850180,0.247548310,0.450781459
-2.500000000,0.030000000,0.000784,0.007822657,0.000163028,0.000299041,9.977850180,0.247538508,0.450781462
-2.500000000,0.030000000,0.000785,0.007832635,0.000163275,0.000299492,9.977850180,0.247528706,0.450781465
-2.500000000,0.030000000,0.000786,0.007842612,0.000163523,0.000299942,9.977850180,0.247518904,0.450781468
-2.500000000,0.030000000,0.000787,0.007852590,0.000163770,0.000300393,9.977850180,0.247509102,0.450781470
-2.500000000,0.030000000,0.000788,0.007862568,0.000164018,0.000300844,9.977850180,0.247499300,0.450781473
-2.500000000,0.030000000,0.000789,0.007872546,0.000164265,0.000301295,9.977850180,0.247489498,0.450781475
-2.500000000,0.030000000,0.000790,0.007882524,0.000164513,0.000301745,9.977850180,0.247479696,0.450781478
-2.500000000,0.030000000,0.000791,0.007892502,0.000164760,0.000302196,9.977850180,0.247469894,0.450781480
-2.500000000,0.030000000,0.000792,0.007902480,0.000165008,0.000302647,9.977850180,0.247460092,0.450781483
-2.500000000,0.030000000,0.000793,0.007912457,0.000165255,0.000303098,9.977850180,0.247450290,0.450781485
-2.500000000,0.030000000,0.000794,0.007922435,0.000165503,0.000303549,9.977850180,0.247440488,0.450781487
-2.500000000,0.030000000,0.000795,0.007932413,0.000165750,0.000303999,9.977850180,0.247430686,0.450781489
-2.500000000,0.030000000,0.000796,0.007942391,0.000165998,0.000304450,9.977850180,0.247420884,0.450781491
-2.500000000,0.030000000,0.000797,0.007952369,0.000166245,0.000304901,9.977850180,0.247411082,0.450781493
-2.500000000,0.030000000,0.000798,0.007962347,0.000166493,0.000305352,9.977850180,0.247401280,0.450781495
